step,load,iter,du_abs,dd_abs,err_u,err_d,max_d,linear_solver_elastic,linear_solver_phase,linear_niter_elastic,linear_niter_phase,linear_converged_elastic,linear_converged_phase,linear_cb_res_elastic,linear_cb_res_phase,linear_res_elastic,linear_res_phase,t_iter_s
10,0.081,47,0.07945388518250596,0.00025883316458587583,1.026031319566807,0.001249424038960823,0.9969080546420073,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,7.54558155045692e-14,1.9677670910612918e-16,0.6428316668607295
10,0.081,48,0.000640743434632853,2.3150408119778002e-15,0.008274269159148239,1.1175027150358784e-14,0.9969080546420073,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,7.894692430841308e-14,1.66913606458327e-16,0.6133725410327315
10,0.081,49,3.0319620977149315e-14,8.725241990456306e-16,3.91533789046221e-13,4.21179685612103e-15,0.9969080546420073,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,1.0540276089809215e-13,3.2651483349074833e-16,0.6570553747005761
11,0.08320000000000001,1,0.012025372354544199,0.00916071603060354,1.0,1.0,0.9971965966950618,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,8.436925161695193e-14,2.536823754417049e-16,0.6137417503632605
11,0.08320000000000001,2,0.01584598445077649,7.565850977256159e-06,1.3177125816639301,0.0008259017037511744,0.9971965966950618,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,6.658101142956073e-14,1.4881818872257843e-16,0.6161736659705639
11,0.08320000000000001,3,2.241692601514072e-05,1.5934107251988764e-15,0.0018641357085853326,1.739395392102223e-13,0.9971965966950618,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,9.135950723110167e-14,1.3880443773511733e-16,0.6394588751718402
11,0.08320000000000001,4,6.120031094239119e-14,8.142537329469367e-16,5.089265358112969e-12,8.888538081812922e-14,0.9971965966950618,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,7.083228050432728e-14,1.851947270063373e-16,0.6484894580207765
12,0.0854,1,0.011706206504870094,0.0039657481107604866,1.0,1.0,0.9976192692738514,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,7.719617658625654e-14,2.455769346022828e-16,0.6090903752483428
12,0.0854,2,0.008317098805769176,2.329722396035719e-15,0.7104862537927245,5.874610113825315e-13,0.9976192692738514,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,7.108434663137372e-14,4.888611464031776e-16,0.6157377916388214
12,0.0854,3,3.188407197310122e-14,1.1022265400263586e-15,2.723689519729265e-12,2.77936598402613e-13,0.9976192692738514,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,6.652124518439638e-14,4.4972263225957e-16,0.6476938328705728
13,0.08760000000000001,1,0.011539171303298646,0.006601124429063712,1.0,1.0,0.998303583233528,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,8.847523997051752e-14,2.3936685341192247e-16,0.6630142913199961
13,0.08760000000000001,2,0.012309106120208345,2.7473277798351182e-15,1.0667235797677779,4.1619087919916584e-13,0.998303583233528,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,8.795036685303989e-14,2.238796510121334e-16,0.6431568330153823
13,0.08760000000000001,3,2.1744663288879895e-14,1.1585940865532157e-15,1.884421568701719e-12,1.755146564806608e-13,0.998303583233528,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,1.2002895949496875e-13,6.710356661832314e-17,0.6464487500488758
14,0.0898,1,0.011299326937630617,0.0047376406202036024,1.0,1.0,0.9987806545250121,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,5.4906106237770253e-14,2.5187085047497244e-16,0.6482542920857668
14,0.0898,2,0.009557865054642203,2.3370761723631303e-15,0.8458791490324302,4.932995893349744e-13,0.9987806545250121,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,6.053846347401905e-14,1.556197099329085e-16,0.641920542344451
14,0.0898,3,2.2101499096842963e-14,9.205101949944882e-16,1.956001381218329e-12,1.9429717633477418e-13,0.9987806545250121,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,6.194163108453792e-14,2.250759155658371e-16,0.6495457920245826
15,0.092,1,0.011117658042029627,0.005574220309320792,1.0,1.0,0.9993260433031628,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.891004247969024e-14,2.647739113600241e-16,0.6260735001415014
15,0.092,2,0.010818683137332915,2.5578415621064506e-15,0.9731081039220261,4.588698365275267e-13,0.9993260433031628,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,7.124080198877754e-14,1.413163084867294e-16,0.6588242501020432
15,0.092,3,2.804259608107896e-14,1.0077627072472876e-15,2.5223474202089717e-12,1.807898955055979e-13,0.9993260433031628,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,7.06653455319766e-14,1.9302720871260759e-16,0.6480036247521639
16,0.0942,1,0.010917969250750918,0.004869335491987502,1.0,1.0,0.9997802794155173,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,9.599463923926763e-14,2.463523930094019e-16,0.6524855000898242
16,0.0942,2,0.009756980603008622,2.89505242970816e-15,0.8936625831161372,5.945477436237394e-13,0.9997802794155173,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,8.514786184486515e-14,1.7662405655363304e-16,0.6501615419983864
16,0.0942,3,3.187798854006052e-14,9.134511336702707e-16,2.9197726983768533e-12,1.8759256477056383e-13,0.9997802794155173,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,1.0172435799645259e-13,1.6217461806081513e-16,0.6514264582656324
17,0.0964,1,0.01074144409680499,0.005008061210511804,1.0,1.0,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,7.516272572750467e-14,2.226080643243828e-16,0.6440301658585668
17,0.0964,2,0.009543814676539334,3.049122272610322e-15,0.8885038725266106,6.088428524416366e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.52600599307549e-14,2.410592953730804e-16,0.6503561669960618
17,0.0964,3,2.2407118695219393e-14,1.0871994913098387e-15,2.0860434121594805e-12,2.1708989679036517e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.603214527484331e-14,1.4479134450770453e-16,0.6459661670960486
18,0.09860000000000001,1,0.01057303584825661,0.004924748845287646,1.0,1.0,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.464169732619639e-14,2.2475955947490397e-16,0.6582933748140931
18,0.09860000000000001,2,0.008199094322889828,2.7223563050398306e-15,0.7754721009710545,5.527908915892792e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,6.62975127917171e-14,1.7582234614568603e-16,0.6288999170064926
18,0.09860000000000001,3,2.9003071648363426e-14,1.046945181232686e-15,2.743116741928549e-12,2.1258854291310277e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.812349581138394e-14,9.991254866833366e-17,0.6413876251317561
19,0.1008,1,0.010435357035105819,0.0055880910092277105,1.0,1.0,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.0433391054035684e-14,1.9659004054370155e-16,0.6440294999629259
19,0.1008,2,0.006810758104011969,2.6741121045891774e-15,0.6526617231302911,4.785376795355284e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.206912698330364e-14,1.3831468131976365e-16,0.6429108749143779
19,0.1008,3,2.1232377855375545e-14,9.132950549787899e-16,2.034657538208537e-12,1.6343596649923025e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.974104831418642e-14,1.3209618442842478e-16,0.6269017499871552
20,0.10300000000000001,1,0.01032652812473926,0.006270981038540947,1.0,1.0,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,5.2303419772206213e-14,2.5233036474700544e-16,0.6164837498217821
20,0.10300000000000001,2,0.007118845653751376,2.1381042561785256e-15,0.6893745475496997,3.4095211626983216e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.689142276836986e-14,1.3466349707412968e-16,0.6133557497523725
20,0.10300000000000001,3,2.1569546205454297e-14,8.802841833986084e-16,2.088751025020708e-12,1.4037423777690483e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.3144375783408046e-14,9.964952269662966e-17,0.6193724167533219
21,0.1052,1,0.010216559146473366,0.00615498345169828,1.0,1.0,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.422772059630674e-14,1.949421823546911e-16,0.5851015001535416
21,0.1052,2,0.006882065245691159,2.452432714186252e-15,0.6736186955925142,3.984466787655746e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.792249216441614e-14,1.7393617462580752e-16,0.6072637080214918
21,0.1052,3,1.9071315277310348e-14,6.832526650539749e-16,1.8667062955235313e-12,1.1100804257490769e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.6922057837941596e-14,1.1177868473651588e-16,0.6140509583055973
22,0.1074,1,0.010113061176221714,0.006013496452824178,1.0,1.0,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.4688486717439838e-14,2.3061322816025594e-16,0.6460087923333049
22,0.1074,2,0.006424714763372486,2.6746136838983104e-15,0.6352888261448042,4.44768481179066e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.659626580977467e-14,1.3181699342038661e-16,0.6592823332175612
22,0.1074,3,3.287071626036506e-14,1.0248950692201324e-15,3.25032309086117e-12,1.7043247256574014e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.019739617774352e-14,1.5005034989535906e-16,0.6956242080777884
23,0.1096,1,0.010018756313794158,0.005970831108720593,1.0,1.0,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.857376488404595e-14,1.9438959003616517e-16,0.6507569998502731
23,0.1096,2,0.006277335282439236,1.006163864919283e-06,0.6265583357683221,0.0001685132013614902,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.077931121473284e-14,1.5550503553403607e-16,0.653463208116591
23,0.1096,3,2.8280164259987328e-06,3.2911986680659353e-15,0.00028227220399652055,5.512128224928408e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.5479121409984167e-14,1.5853657087147516e-16,0.6092039998620749
23,0.1096,4,2.3058944524616606e-14,1.341205565288691e-15,2.3015775414028467e-12,2.246262774590654e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.283481714883736e-14,9.716364562937058e-17,0.6207448341883719
24,0.11180000000000001,1,0.009929259108157576,0.005864284084640971,1.0,1.0,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.2048903786888245e-14,1.480001828672306e-16,0.6074335826560855
24,0.11180000000000001,2,0.006167881246139489,2.3425500923022748e-06,0.6211824244844357,0.0003994605408761831,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.345528995545456e-14,1.4672678441322468e-16,0.6176294577307999
24,0.11180000000000001,3,7.139279729251173e-06,2.52903555163902e-15,0.0007190143445230228,4.3126074984374753e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.731753806636814e-14,1.3489538010265748e-16,0.6502881669439375
24,0.11180000000000001,4,1.49148523378147e-14,1.37296940291171e-15,1.5021113031042884e-12,2.3412395837159844e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.9006801561859846e-14,1.2083319662405067e-16,0.604153084103018
25,0.114,1,0.009842844814436412,0.005747105261115348,1.0,1.0,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.8915910924904e-14,1.5514909579425909e-16,0.6129933330230415
25,0.114,2,0.006189232544431942,3.8431005559732427e-07,0.6288052550980231,6.687019606158053e-05,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.9192272269380785e-14,1.7690333314041803e-16,0.6022212919779122
25,0.114,3,1.045315541813432e-06,2.3303505473032395e-15,0.00010620055090986266,4.054824892577286e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.495331056093864e-14,1.78533922209559e-16,0.6057484578341246
25,0.114,4,2.1504919155859907e-14,8.801769860317515e-16,2.184827614504176e-12,1.5315135986580738e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.9189161485266794e-14,1.6892751432620434e-16,0.7086665406823158
26,0.1162,1,0.00975859687036817,0.005622295173407706,1.0,1.0,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.121945483964049e-14,2.287225809193087e-16,0.629656916949898
26,0.1162,2,0.00598501854820101,2.870499385965005e-15,0.6133072846132652,5.105565071613233e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.6772156944851045e-14,1.221130189154807e-16,0.6076783328317106
26,0.1162,3,3.032380367615517e-14,1.0571288556305319e-15,3.107393827101613e-12,1.8802443184244984e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.5045371082476757e-14,1.5238379067255343e-16,0.6196345002390444
27,0.1184,1,0.009679174521904126,0.0055029679483174,1.0,1.0,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.603547292396687e-14,1.884760114891947e-16,0.6532600000500679
27,0.1184,2,0.005745536524014156,3.5076714889852714e-15,0.5935977816095696,6.37414486496834e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.038581136087702e-14,1.2062832433204722e-16,0.6246848748996854
27,0.1184,3,2.859537703942225e-14,1.0881497218721357e-15,2.9543198105076476e-12,1.9773869884247658e-13,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.267639236765304e-14,1.2974704839255268e-16,0.6056850422173738
28,0.1206,1,0.009604724447573824,0.005392921708264755,1.0,1.0,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.5299593873742393e-14,1.6774170205655319e-16,0.6108535416424274
28,0.1206,2,0.005241836942473989,8.66364565858378e-05,0.5457560985831394,0.01606484597265074,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,1.8180019024106823e-14,1.3229701104342903e-16,0.6586835836060345
28,0.1206,3,0.0003577102584652998,4.2858412553701635e-06,0.037243156783707446,0.0007947160161442785,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.1228889533084406e-14,2.3215337071838883e-16,0.611794542055577
28,0.1206,4,1.2560203669243453e-05,1.1298699726711854e-07,0.0013077109851304678,2.0950980447938604e-05,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,1.583766450195374e-14,1.7902604677604255e-16,0.6172214588150382
28,0.1206,5,3.4596595045624106e-07,3.1023589978759045e-09,3.6020393124722375e-05,5.752649798571116e-07,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.418600452469694e-14,1.5850601581999302e-16,0.6413545827381313
28,0.1206,6,9.375054100699929e-09,8.284056178095779e-11,9.760877734569564e-07,1.536097986625748e-08,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.027096355121945e-14,1.4991334338699497e-16,0.6374597093090415
29,0.12279999999999999,1,0.009537330365579192,0.005336836316534416,1.0,1.0,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.5129120287647454e-14,1.7841533170950958e-16,0.6144023747183383
29,0.12279999999999999,2,0.0051987436297023185,6.123700647386785e-05,0.5450942171894246,0.011474402219184672,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.777477638609858e-14,1.9097895466700768e-16,0.6166992909274995
29,0.12279999999999999,3,0.0002596239099211796,4.151364881815248e-06,0.027221863977594626,0.0007778700030491139,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.1808937713875447e-14,1.6613918042339296e-16,0.6191989588551223
29,0.12279999999999999,4,1.370437247764498e-05,1.2444630240581098e-07,0.001436919132748604,2.3318365980282253e-05,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.216638392331481e-14,1.4374766049994084e-16,0.6300925421528518
29,0.12279999999999999,5,3.789427726470268e-07,3.2540797009505235e-09,3.973258324097217e-05,6.097394613488215e-07,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.299154925499668e-14,2.0150238625792417e-16,0.6086969589814544
29,0.12279999999999999,6,1.0131163927691976e-08,8.912772002817644e-11,1.062264128361954e-06,1.6700478474867926e-08,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.3399238558335625e-14,1.721402570261841e-16,0.6416208334267139
30,0.125,1,0.009472952516297909,0.005243238349798807,1.0,1.0,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.422144894562894e-14,1.586642316937504e-16,0.6422891253605485
30,0.125,2,0.005024551268325496,5.4674568403767066e-05,0.5304102664592605,0.010427633602783867,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.272426618208203e-14,1.869026670230956e-16,0.6457731248810887
30,0.125,3,0.000244217095894572,3.5263821731001276e-06,0.025780462371621134,0.0006725580524553956,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.1529325357034363e-14,2.3425937245596914e-16,0.6192694590426981
30,0.125,4,1.1432216410268849e-05,1.0517685111466295e-07,0.0012068271629779722,2.0059521253444215e-05,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.705922843723638e-14,2.1364990171490896e-16,0.6355739999562502
30,0.125,5,3.346951913207624e-07,3.0048474525732923e-09,3.533166568131004e-05,5.730899974609383e-07,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.5957613680001484e-14,1.8377218162561504e-16,0.6130222920328379
30,0.125,6,9.616756199408157e-09,8.684640828514788e-11,1.0151804501144535e-06,1.6563505698435462e-08,1.0,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.34954767223181e-14,1.2919985315623242e-16,0.6032827910967171
