step,load,iter,gdof_sigma,gdof_u,gdof_d,du_abs,dd_abs,err_u,err_d,max_d,linear_solver_elastic,linear_solver_phase,linear_niter_elastic,linear_niter_phase,linear_converged_elastic,linear_converged_phase,linear_cb_res_elastic,linear_cb_res_phase,linear_res_elastic,linear_res_phase,t_elastic_assemble_iter_s,t_elastic_solve_iter_s,t_phase_assemble_iter_s,t_phase_solve_iter_s,t_elastic_iter_total_s,t_phase_iter_total_s,t_iter_s
4,0.05600000000000001,6,319114,230688,38996,6.134672857583483e-05,0.00038986808041691366,2.7614381176517e-05,0.00011694514028982448,0.13787111338637137,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,1.093268355170155e-09,1.352348702107009e-14,18.254810750018805,217.9506896659732,1.2100124168209732,0.28956791665405035,236.205500415992,1.4995803334750235,242.05015120794997
4,0.05600000000000001,1,319114,230688,38996,2.2215500026487462,3.333768974501256,1.0,1.0,0.1326117367080344,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.163532575525857e-10,1.6163546245128845e-14,17.77827408257872,220.6848868331872,1.0700691668316722,0.3006976656615734,238.4631609157659,1.3707668324932456,243.19447983335704
4,0.05600000000000001,5,319114,230688,38996,0.00023349511681503005,0.0014616724277575247,0.00010510459658195163,0.00043844442699458386,0.13785057450526525,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,6.591413239067802e-10,1.3307585979989781e-14,9.957644625101238,215.3336049579084,0.5547349159605801,0.21403079200536013,225.29124958300963,0.7687657079659402,228.409506959375
4,0.05600000000000001,2,319114,230688,38996,0.030735167888345936,0.09648392326967321,0.01383501062397898,0.028941394562023468,0.1364872743108254,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.607867600282313e-10,1.5462626652451534e-14,17.130962749943137,196.71335791703314,0.6229709591716528,0.3306896253488958,213.84432066697627,0.9536605845205486,217.46284408401698
4,0.05600000000000001,7,319114,230688,38996,1.63441896664909e-05,0.00010459869402121846,7.357110867189025e-06,3.13755076675242e-05,0.13787671442494412,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,1.0554042646476595e-09,1.4196005429359248e-14,17.225896791089326,197.64789454219863,0.6924071656540036,0.32767575001344085,214.87379133328795,1.0200829156674445,218.35152641590685
4,0.05600000000000001,6,319114,230688,38996,6.134672857583483e-05,0.00038986808041691366,2.7614381176517e-05,0.00011694514028982448,0.13787111338637137,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,1.093268355170155e-09,1.352348702107009e-14,9.601070708129555,206.25033649988472,0.7968182917684317,0.2225879579782486,215.85140720801428,1.0194062497466803,223.68248683400452
4,0.05600000000000001,3,319114,230688,38996,0.0038373181899716267,0.02170671574719422,0.0017273156964265515,0.006511163764862148,0.13750037154074474,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.794820700518948e-10,1.4027360583657733e-14,18.600697417277843,192.51465729204938,0.5681225419975817,0.27883525006473064,211.11535470932722,0.8469577920623124,214.16630820790306
4,0.05600000000000001,8,319114,230688,38996,4.386271760773543e-06,2.8151934075877215e-05,1.9744195519091658e-06,8.444476594269357e-06,0.13787823909584832,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.4628997969741833e-10,1.3783613758045244e-14,18.826325749978423,192.10313608311117,0.6017935839481652,0.2756848749704659,210.9294618330896,0.8774784589186311,213.95540762506425
4,0.05600000000000001,7,319114,230688,38996,1.63441896664909e-05,0.00010459869402121846,7.357110867189025e-06,3.13755076675242e-05,0.13787671442494412,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,1.0554042646476595e-09,1.4196005429359248e-14,9.978328917175531,216.8736901669763,0.6814094581641257,0.2317459173500538,226.85201908415183,0.9131553755141795,233.44704066682607
4,0.05600000000000001,4,319114,230688,38996,0.0009142960555335848,0.005547784115046486,0.00041155772071007756,0.0016641177470542794,0.13777540255558612,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,1.5852480267246318e-10,1.3705513306182704e-14,14.710245499853045,202.98144529107958,0.5468771657906473,0.2358056246303022,217.69169079093263,0.7826827904209495,220.612599208951
5,0.07,1,319114,230688,38996,2.219783805056179,3.9343276388957995,1.0,1.0,0.20028130371465763,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,1.871335261191714e-10,1.497523671223779e-14,14.567557792179286,202.15946583263576,0.5656050420366228,0.2352525000460446,216.72702362481505,0.8008575420826674,219.52964549977332
5,0.07,2,319114,230688,38996,0.04901945637626241,0.1920474934381513,0.02208298675961455,0.048813294434230436,0.20812041056579192,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,6.115221258897928e-10,1.3484123893620485e-14,12.695785665884614,195.08697750000283,0.5076402081176639,0.2163804592564702,207.78276316588745,0.7240206673741341,210.84201320819557
4,0.05600000000000001,5,319114,230688,38996,0.00023349511681503005,0.0014616724277575247,0.00010510459658195163,0.00043844442699458386,0.13785057450526525,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,6.591413239067802e-10,1.3307585979989781e-14,12.861016707960516,195.43544449983165,0.491032833699137,0.23134124977514148,208.29646120779216,0.7223740834742785,211.2676901249215
4,0.05600000000000001,8,319114,230688,38996,4.386271760773543e-06,2.8151934075877215e-05,1.9744195519091658e-06,8.444476594269357e-06,0.13787823909584832,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.4628997969741833e-10,1.3783613758045244e-14,9.724455750081688,277.6315452498384,1.4490869157016277,0.2234218753874302,287.35600099992007,1.672508791089058,298.23852266697213
5,0.07,3,319114,230688,38996,0.0102887480682957,0.06646870397948614,0.004635022584118415,0.01689455227936764,0.2113403330888943,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.439843476908718e-10,1.2951379009464774e-14,13.181440541986376,189.17593224998564,0.6256392910145223,0.2448734170757234,202.357372791972,0.8705127080902457,205.78741654194891
5,0.07,1,319114,230688,38996,2.219783805056179,3.9343276388957995,1.0,1.0,0.20028130371465763,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,1.871335261191714e-10,1.497523671223779e-14,11.06395999994129,196.09151758393273,0.4949616673402488,0.20652400003746152,207.15547758387402,0.7014856673777103,210.2653636666946
4,0.05600000000000001,6,319114,230688,38996,6.134672857583483e-05,0.00038986808041691366,2.7614381176517e-05,0.00011694514028982448,0.13787111338637137,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,1.093268355170155e-09,1.352348702107009e-14,13.09057879075408,276.01498658396304,0.728007874917239,0.24278820771723986,289.1055653747171,0.9707960826344788,293.11754433298483
